Survey Month,Choice 1,Choice 2,Choice 3,Region,Gender,Age,Weight
2023 Jun 01 12:00:00 AM,Poverty/ Homelessness,Government Issues/ Government,,Core,Male,55 +,0.804499984
2023 Jun 01 12:00:00 AM,Meth/ Opioid crisis/ Drugs,Poverty/ Homelessness,,Core,Male,55 +,0.861299992
2023 Jun 01 12:00:00 AM,Social issues/ Negative outlook of community,Crime/ Violence/ Vandalism,Poverty/ Homelessness,Southeast,Female,35 - 54,0.688600004
2023 Jun 01 12:00:00 AM,Urban Sprawl,Taxes/ Tax reform,Infrastructure/ Roads/ Potholes,Southwest,Male,18 - 34,1.090299964
2023 Jun 01 12:00:00 AM,Downtown Renewal,Poverty/ Homelessness,,Southwest,Male,55 +,0.444999993
2023 Jun 01 12:00:00 AM,Economic growth/ Business development,Crime/ Violence/ Vandalism,Downtown Renewal,Southeast,Male,18 - 34,1.103000045
2023 Jun 01 12:00:00 AM,Environmental issues,,,Core,Male,55 +,0.861299992
2023 Jun 01 12:00:00 AM,Crime/ Violence/ Vandalism,Infrastructure/ Roads/ Potholes,,Southeast,Male,35 - 54,0.77759999
2023 Jun 01 12:00:00 AM,Jobs/ Unemployment,Taxes/ Tax reform,Property values too high,Core,Male,35 - 54,1.046399951
2023 Jun 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southwest,Male,55 +,0.369100004
2023 Jun 01 12:00:00 AM,Crime/ Violence/ Vandalism,Taxes/ Tax reform,Environmental issues,Southeast,Male,55 +,0.542599976
2023 Jun 01 12:00:00 AM,Poverty/ Homelessness,Meth/ Opioid crisis/ Drugs,,Core,Other,35 - 54,1.363399982
2023 Jun 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southeast,Female,55 +,0.878600001
2023 Jun 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southwest,Male,55 +,0.369100004
2023 Jun 01 12:00:00 AM,Crime/ Violence/ Vandalism,Infrastructure/ Roads/ Potholes,,Northeast,Male,35 - 54,1.099400043
2023 Jun 01 12:00:00 AM,Poverty/ Homelessness,,,Northeast,Male,35 - 54,1.099400043
2023 Jun 01 12:00:00 AM,Low cost housing/ Lower rental costs,Health care/ Medicare,Poverty/ Homelessness,Core,Male,55 +,0.861299992
2023 Jun 01 12:00:00 AM,Poverty/ Homelessness,Jobs/ Unemployment,,Northeast,Male,55 +,0.767199993
2023 Jun 01 12:00:00 AM,Poverty/ Homelessness,Crime/ Violence/ Vandalism,Downtown Renewal,Southwest,Male,35 - 54,0.637600005
2023 Jun 01 12:00:00 AM,Low cost housing/ Lower rental costs,Health care/ Medicare,Crime/ Violence/ Vandalism,Northeast,Male,55 +,0.833199978
2023 Jun 01 12:00:00 AM,Health care/ Medicare,,,Southwest,Female,35 - 54,0.690500021
2023 Jun 01 12:00:00 AM,Meth/ Opioid crisis/ Drugs,,,Northeast,Female,55 +,1.224499941
2023 Jun 01 12:00:00 AM,Poverty/ Homelessness,,,Core,Female,55 +,1.37469995
2023 Jun 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northwest,Male,55 +,0.828000009
2023 Jun 01 12:00:00 AM,Municipal Taxes,Taxes/ Tax reform,,Southwest,Male,55 +,0.444999993
2023 Jun 01 12:00:00 AM,Poverty/ Homelessness,Health care/ Medicare,Meth/ Opioid crisis/ Drugs,Core,Female,55 +,1.37469995
2023 Jun 01 12:00:00 AM,Health care/ Medicare,,,Southwest,Female,55 +,0.58920002
2023 Jun 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southwest,Male,35 - 54,0.487100005
2023 Jun 01 12:00:00 AM,Crime/ Violence/ Vandalism,Infrastructure/ Roads/ Potholes,Proper city planning/ Forward thinking,Southwest,Male,35 - 54,0.487100005
2023 Jun 01 12:00:00 AM,Health care/ Medicare,,,Southeast,Female,35 - 54,0.901499987
2023 Jun 01 12:00:00 AM,Health care/ Medicare,Education,Meth/ Opioid crisis/ Drugs,Southwest,Female,55 +,0.58920002
2023 Jun 01 12:00:00 AM,Public Transit/ Bike lanes,,,Southwest,Female,35 - 54,0.690500021
2023 Jun 01 12:00:00 AM,Health care/ Medicare,,,Southeast,Female,55 +,0.718500018
2023 Jun 01 12:00:00 AM,Poverty/ Homelessness,,,Southeast,Male,55 +,0.542599976
2023 Jun 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Female,18 - 34,1.255399942
2023 Jun 01 12:00:00 AM,Low cost housing/ Lower rental costs,Aboriginal Issues,Education,Southeast,Male,35 - 54,0.593900025
2023 Jun 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Female,35 - 54,0.680700004
2023 Jun 01 12:00:00 AM,Poverty/ Homelessness,Social services/ Public services,,Northwest,Male,55 +,0.828000009
2023 Jun 01 12:00:00 AM,Cost of Living,,,Southeast,Male,55 +,0.542599976
2023 Jun 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Male,55 +,0.369100004
2023 Jun 01 12:00:00 AM,Meth/ Opioid crisis/ Drugs,Poverty/ Homelessness,,Northeast,Other,18 - 34,1.231999993
2023 Jun 01 12:00:00 AM,Low cost housing/ Lower rental costs,Snow removal,Jobs/ Unemployment,Southwest,Female,18 - 34,1.5352
2023 Jun 01 12:00:00 AM,Cost of Living,Poverty/ Homelessness,Crime/ Violence/ Vandalism,Northwest,Female,35 - 54,1.266499996
2023 Jun 01 12:00:00 AM,Poverty/ Homelessness,Meth/ Opioid crisis/ Drugs,"Emergency services: Fire, Police",Northeast,Male,35 - 54,1.012300015
2023 Jun 01 12:00:00 AM,Health care/ Medicare,Poverty/ Homelessness,Crime/ Violence/ Vandalism,Southeast,Female,55 +,0.866100013
2023 Jun 01 12:00:00 AM,Environmental issues,Cost of Living,Health care/ Medicare,Southwest,Female,18 - 34,1.64349997
2023 Jun 01 12:00:00 AM,Racism/ Cultural/ Inequality issues,,,Core,Male,35 - 54,1.136399984
2023 Jun 01 12:00:00 AM,Health care/ Medicare,Low cost housing/ Lower rental costs,,Southwest,Other,18 - 34,0.764999986
2023 Jun 01 12:00:00 AM,Social issues/ Negative outlook of community,Social services/ Public services,Low cost housing/ Lower rental costs,Southeast,Female,18 - 34,2.004199982
2023 Jun 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northeast,Male,55 +,0.767199993
2023 Jun 01 12:00:00 AM,Crime/ Violence/ Vandalism,Meth/ Opioid crisis/ Drugs,Health care/ Medicare,Southwest,Male,18 - 34,1.106099963
2023 Jun 01 12:00:00 AM,Meth/ Opioid crisis/ Drugs,Poverty/ Homelessness,,Southwest,Female,18 - 34,1.5352
2023 Jun 01 12:00:00 AM,Social issues/ Negative outlook of community,Jobs/ Unemployment,Taxes/ Tax reform,Southwest,Male,35 - 54,0.595600009
2023 Jun 01 12:00:00 AM,Crime/ Violence/ Vandalism,Downtown Renewal,,Northwest,Male,18 - 34,2.058199883
2023 Jun 01 12:00:00 AM,Poverty/ Homelessness,,,Southeast,Female,18 - 34,2.004199982
2023 Jun 01 12:00:00 AM,Meth/ Opioid crisis/ Drugs,Health care/ Medicare,Crime/ Violence/ Vandalism,Southeast,Female,55 +,0.718500018
2023 Jun 01 12:00:00 AM,Crime/ Violence/ Vandalism,Meth/ Opioid crisis/ Drugs,,Southeast,Female,18 - 34,1.872099996
2023 Jun 01 12:00:00 AM,Downtown Renewal,Public Transit/ Bike lanes,Social issues/ Negative outlook of community,Southwest,Female,35 - 54,1.246799946
2023 Jun 01 12:00:00 AM,Economy (general),,,Northwest,Male,18 - 34,2.058199883
2023 Jun 01 12:00:00 AM,Meth/ Opioid crisis/ Drugs,Low cost housing/ Lower rental costs,,Northwest,Male,18 - 34,2.058199883
2023 Jun 01 12:00:00 AM,Poverty/ Homelessness,Meth/ Opioid crisis/ Drugs,,Core,Male,55 +,0.861299992
2023 Jun 01 12:00:00 AM,Jobs/ Unemployment,,,Core,Male,35 - 54,1.136399984
2023 Jun 01 12:00:00 AM,Immigration/ Integrating new immigrants,,,Northeast,Female,18 - 34,2.646899939
2023 Jun 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northwest,Female,55 +,1.34070003
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Morality issues: Drugs/ Porn/ Prostitution,Poverty/ Homelessness,Core,Male,35 - 54,0.896799982
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,Morality issues: Drugs/ Porn/ Prostitution,,Core,Female,35 - 54,1.746299982
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,,,Northwest,Male,35 - 54,0.628600001
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northeast,Female,35 - 54,0.900399983
2023 Sep 01 12:00:00 AM,Social services/ Public services,,,Northeast,Female,18 - 34,1.435799956
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,,,Northwest,Female,35 - 54,0.9102
2023 Sep 01 12:00:00 AM,Health care/ Medicare,Poverty/ Homelessness,Taxes/ Tax reform,Southwest,Male,55 +,0.922200024
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,Morality issues: Drugs/ Porn/ Prostitution,Crime/ Violence/ Vandalism,Southeast,Male,55 +,1.219400048
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,Crime/ Violence/ Vandalism,Morality issues: Drugs/ Porn/ Prostitution,Southeast,Male,35 - 54,0.60680002
2023 Sep 01 12:00:00 AM,Urban Sprawl,Poverty/ Homelessness,Crime/ Violence/ Vandalism,Northeast,Female,55 +,1.22510004
2023 Sep 01 12:00:00 AM,Health care/ Medicare,Government Issues/ Government,,Southwest,Female,55 +,0.958000004
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,,,Core,Male,35 - 54,0.890500009
2023 Sep 01 12:00:00 AM,Low cost housing/ Lower rental costs,,,Core,Male,35 - 54,0.890500009
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,Morality issues: Drugs/ Porn/ Prostitution,,Northwest,Male,55 +,1.268399954
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northeast,Female,55 +,1.22510004
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,Health care/ Medicare,,Southwest,Female,18 - 34,1.122699976
2023 Sep 01 12:00:00 AM,Municipal Taxes,,,Northwest,Male,18 - 34,1.092000008
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Poverty/ Homelessness,Social services/ Public services,Northeast,Female,55 +,1.221600056
2023 Sep 01 12:00:00 AM,Health care/ Medicare,Crime/ Violence/ Vandalism,,Northwest,Female,35 - 54,0.903800011
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Low cost housing/ Lower rental costs,,Northwest,Male,18 - 34,1.48300004
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,,,Northeast,Female,18 - 34,1.351199985
2023 Sep 01 12:00:00 AM,Morality issues: Drugs/ Porn/ Prostitution,Poverty/ Homelessness,,Southeast,Male,18 - 34,0.983900011
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Morality issues: Drugs/ Porn/ Prostitution,,Southwest,Female,35 - 54,0.65990001
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Male,55 +,0.984000027
2023 Sep 01 12:00:00 AM,Environmental issues,,,Southeast,Female,55 +,1.178799987
2023 Sep 01 12:00:00 AM,Health care/ Medicare,,,Core,Female,55 +,1.744600058
2023 Sep 01 12:00:00 AM,Cost of Living,,,Southwest,Female,55 +,0.951300025
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,Racism/ Cultural/ Inequality issues,,Southwest,Male,18 - 34,0.843599975
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,,,Northwest,Female,18 - 34,1.361999989
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Health care/ Medicare,,Northwest,Female,18 - 34,1.457499981
2023 Sep 01 12:00:00 AM,Health care/ Medicare,Senior issues,,Northeast,Female,55 +,1.221600056
2023 Sep 01 12:00:00 AM,Health care/ Medicare,Crime/ Violence/ Vandalism,,Northeast,Female,55 +,1.144899964
2023 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southwest,Female,18 - 34,1.130599976
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southeast,Female,55 +,1.183699965
2023 Sep 01 12:00:00 AM,Meth/ Opioid crisis/ Drugs,,,Northwest,Male,35 - 54,0.628600001
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northwest,Male,35 - 54,0.631200016
2023 Sep 01 12:00:00 AM,Health care/ Medicare,,,Northwest,Female,35 - 54,0.850600004
2023 Sep 01 12:00:00 AM,Cost of Living,Low cost housing/ Lower rental costs,,Southwest,Female,35 - 54,0.704100013
2023 Sep 01 12:00:00 AM,Education,Health care/ Medicare,Poverty/ Homelessness,Northwest,Female,35 - 54,0.9102
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,Crime/ Violence/ Vandalism,,Southeast,Male,35 - 54,0.60680002
2023 Sep 01 12:00:00 AM,Health care/ Medicare,Judicial/ laws/ sentencing/ marijuana legalization,,Southeast,Male,35 - 54,0.608500004
2023 Sep 01 12:00:00 AM,Meth/ Opioid crisis/ Drugs,,,Southeast,Female,55 +,1.18719995
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northwest,Male,18 - 34,1.095100045
2023 Sep 01 12:00:00 AM,Social issues/ Negative outlook of community,Crime/ Violence/ Vandalism,Poverty/ Homelessness,Northwest,Female,35 - 54,0.9102
2023 Sep 01 12:00:00 AM,Taxes/ Tax reform,Cost of Living,,Northwest,Male,18 - 34,0.876100004
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northwest,Male,55 +,1.268399954
2023 Sep 01 12:00:00 AM,Social services/ Public services,Government Issues/ Government,,Southwest,Male,55 +,0.984000027
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Male,35 - 54,0.894200027
2023 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northeast,Male,55 +,1.253200054
2023 Sep 01 12:00:00 AM,Cost of Living,Poverty/ Homelessness,Crime/ Violence/ Vandalism,Northwest,Female,18 - 34,1.453199983
2023 Sep 01 12:00:00 AM,Health care/ Medicare,,,Northwest,Female,35 - 54,0.9102
2023 Sep 01 12:00:00 AM,Social issues/ Negative outlook of community,Poverty/ Homelessness,Crime/ Violence/ Vandalism,Southeast,Female,55 +,1.183699965
2023 Sep 01 12:00:00 AM,Social services/ Public services,Jobs/ Unemployment,,Northeast,Female,18 - 34,1.435799956
2023 Sep 01 12:00:00 AM,Government Issues/ Government,Poverty/ Homelessness,,Northeast,Male,18 - 34,1.086500049
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northwest,Male,55 +,1.263200045
2023 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northeast,Female,35 - 54,0.843900025
2023 Sep 01 12:00:00 AM,Meth/ Opioid crisis/ Drugs,Crime/ Violence/ Vandalism,,Southwest,Male,55 +,0.922200024
2023 Sep 01 12:00:00 AM,Public Transit/ Bike lanes,,,Southwest,Male,18 - 34,0.849600017
2023 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southwest,Male,35 - 54,0.458900005
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Meth/ Opioid crisis/ Drugs,Poverty/ Homelessness,Northwest,Male,18 - 34,1.023399949
2023 Sep 01 12:00:00 AM,Cost of Living,Infrastructure/ Roads/ Potholes,Taxes/ Tax reform,Southwest,Male,35 - 54,0.489600003
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,Meth/ Opioid crisis/ Drugs,Cost of Living,Southwest,Female,35 - 54,0.701099992
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Senior issues,,Southeast,Female,55 +,1.183699965
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Meth/ Opioid crisis/ Drugs,,Southeast,Female,35 - 54,0.817700028
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,Meth/ Opioid crisis/ Drugs,Cost of Living,Southwest,Female,18 - 34,1.531000018
2023 Sep 01 12:00:00 AM,Meth/ Opioid crisis/ Drugs,Health care/ Medicare,,Southeast,Male,35 - 54,0.568700016
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,,,Northwest,Male,55 +,1.268399954
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Health care/ Medicare,Poverty/ Homelessness,Southeast,Male,55 +,1.222900033
2023 Sep 01 12:00:00 AM,Taxes/ Tax reform,,Crime/ Violence/ Vandalism,Southwest,Male,35 - 54,0.490999997
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,Crime/ Violence/ Vandalism,,Southeast,Male,35 - 54,0.608500004
2023 Sep 01 12:00:00 AM,Cost of Living,,,Southwest,Male,35 - 54,0.489600003
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,Environmental issues,Taxes/ Tax reform,Core,Male,18 - 34,1.540699959
2023 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northwest,Female,35 - 54,0.903800011
2023 Sep 01 12:00:00 AM,Health care/ Medicare,,,Northeast,Male,35 - 54,0.62620002
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,,,Northeast,Male,35 - 54,0.502399981
2023 Sep 01 12:00:00 AM,Cost of Living,Health care/ Medicare,Economy (general),Northeast,Male,55 +,1.261999965
2023 Sep 01 12:00:00 AM,Health care/ Medicare,,,Core,Female,55 +,1.737400055
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,,,Core,Female,55 +,1.737400055
2023 Sep 01 12:00:00 AM,Health care/ Medicare,,,Southwest,Female,55 +,0.958000004
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Antivax/ restrictions/ freedom,Health care/ Medicare,Northwest,Male,18 - 34,1.095100045
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,,,Southwest,Female,35 - 54,0.701099992
2023 Sep 01 12:00:00 AM,Health care/ Medicare,Education,Low cost housing/ Lower rental costs,Southwest,Female,18 - 34,1.122699976
2023 Sep 01 12:00:00 AM,Low cost housing/ Lower rental costs,,,Southeast,Male,35 - 54,0.604200006
2023 Sep 01 12:00:00 AM,Health care/ Medicare,,,Southeast,Male,18 - 34,1.052800059
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Poverty/ Homelessness,Low cost housing/ Lower rental costs,Northwest,Female,55 +,1.154099941
2023 Sep 01 12:00:00 AM,Health care/ Medicare,Cost of Living,,Southeast,Male,18 - 34,1.052800059
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southeast,Other,18 - 34,0.986199975
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Male,55 +,0.984000027
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,Meth/ Opioid crisis/ Drugs,,Southwest,Female,35 - 54,0.701099992
2023 Sep 01 12:00:00 AM,Cost of Living,Health care/ Medicare,Government Issues/ Government,Southwest,Male,55 +,0.986800015
2023 Sep 01 12:00:00 AM,Cost of Living,,,Southwest,Female,18 - 34,1.056599975
2023 Sep 01 12:00:00 AM,Cost of Living,Taxes/ Tax reform,,Northeast,Male,55 +,1.258399963
2023 Sep 01 12:00:00 AM,Health care/ Medicare,Education,Crime/ Violence/ Vandalism,Northwest,Male,35 - 54,0.628600001
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Poverty/ Homelessness,Meth/ Opioid crisis/ Drugs,Northwest,Female,18 - 34,1.453199983
2023 Sep 01 12:00:00 AM,Health care/ Medicare,Crime/ Violence/ Vandalism,,Core,Male,18 - 34,1.450000048
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northeast,Female,55 +,1.221600056
2023 Sep 01 12:00:00 AM,Health care/ Medicare,Poverty/ Homelessness,Meth/ Opioid crisis/ Drugs,Core,Female,35 - 54,1.280500054
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Meth/ Opioid crisis/ Drugs,,Northwest,Female,55 +,1.226300001
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southeast,Female,35 - 54,0.875
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northeast,Male,35 - 54,0.623600006
2023 Sep 01 12:00:00 AM,Health care/ Medicare,,,Southeast,Female,55 +,1.178799987
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,Crime/ Violence/ Vandalism,,Northeast,Female,18 - 34,1.445899963
2023 Sep 01 12:00:00 AM,Social issues/ Negative outlook of community,,,Core,Male,35 - 54,0.890500009
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,,,Southwest,Female,55 +,0.951300025
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Poverty/ Homelessness,Meth/ Opioid crisis/ Drugs,Southwest,Male,55 +,0.984000027
2023 Sep 01 12:00:00 AM,Environmental issues,,,Southwest,Female,55 +,0.955200017
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northwest,Male,55 +,1.268399954
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,Health care/ Medicare,Meth/ Opioid crisis/ Drugs,Southeast,Male,35 - 54,0.568700016
2023 Sep 01 12:00:00 AM,Meth/ Opioid crisis/ Drugs,Health care/ Medicare,Poverty/ Homelessness,Southeast,Female,55 +,1.178799987
2023 Sep 01 12:00:00 AM,Meth/ Opioid crisis/ Drugs,Crime/ Violence/ Vandalism,,Northeast,Female,55 +,1.22510004
2023 Sep 01 12:00:00 AM,Social issues/ Negative outlook of community,Crime/ Violence/ Vandalism,,Northwest,Male,35 - 54,0.633000016
2023 Sep 01 12:00:00 AM,Health care/ Medicare,,,Northwest,Male,55 +,1.263200045
2023 Sep 01 12:00:00 AM,Cost of Living,,,Southwest,Male,18 - 34,0.847100019
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,Meth/ Opioid crisis/ Drugs,,Core,Female,55 +,1.737400055
2023 Sep 01 12:00:00 AM,Meth/ Opioid crisis/ Drugs,Health care/ Medicare,Education,Core,Female,35 - 54,1.280500054
2023 Sep 01 12:00:00 AM,Health care/ Medicare,,,Northeast,Male,35 - 54,0.623600006
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Social issues/ Negative outlook of community,,Northwest,Female,55 +,1.231400013
2023 Sep 01 12:00:00 AM,Low cost housing/ Lower rental costs,Cost of Living,Infrastructure/ Roads/ Potholes,Northeast,Female,55 +,1.22510004
2023 Sep 01 12:00:00 AM,Jobs/ Unemployment,,,Southwest,Male,18 - 34,0.843599975
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Poverty/ Homelessness,Meth/ Opioid crisis/ Drugs,Southwest,Male,55 +,0.984000027
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Infrastructure/ Roads/ Potholes,,Southeast,Male,55 +,1.219400048
2023 Sep 01 12:00:00 AM,Social services/ Public services,Health care/ Medicare,Poverty/ Homelessness,Northeast,Female,35 - 54,0.843900025
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northwest,Male,55 +,1.268399954
2023 Sep 01 12:00:00 AM,Low cost housing/ Lower rental costs,,,Southeast,Male,18 - 34,1.049800038
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Poverty/ Homelessness,Social issues/ Negative outlook of community,Northeast,Female,35 - 54,0.843900025
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northeast,Female,55 +,1.221600056
2023 Sep 01 12:00:00 AM,Urban Sprawl,,,Southwest,Male,18 - 34,0.793900013
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Infrastructure/ Roads/ Potholes,,Northwest,Male,35 - 54,0.631200016
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,Health care/ Medicare,Meth/ Opioid crisis/ Drugs,Southeast,Female,35 - 54,0.868900001
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Female,35 - 54,0.706099987
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,,,Northwest,Male,35 - 54,0.628600001
2023 Sep 01 12:00:00 AM,Low cost housing/ Lower rental costs,Poverty/ Homelessness,Meth/ Opioid crisis/ Drugs,Southwest,Male,18 - 34,0.843599975
2023 Sep 01 12:00:00 AM,Cost of Living,Health care/ Medicare,Crime/ Violence/ Vandalism,Northwest,Female,55 +,1.231400013
2023 Sep 01 12:00:00 AM,Jobs/ Unemployment,,,Southwest,Female,55 +,0.955200017
2023 Sep 01 12:00:00 AM,Economic growth/ Business development,Jobs/ Unemployment,,Northeast,Male,35 - 54,0.62620002
2023 Sep 01 12:00:00 AM,Low cost housing/ Lower rental costs,Cost of Living,Crime/ Violence/ Vandalism,Northeast,Male,18 - 34,1.083299994
2023 Sep 01 12:00:00 AM,Cost of Living,Low cost housing/ Lower rental costs,,Northeast,Female,35 - 54,0.843900025
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,Cost of Living,,Southwest,Male,35 - 54,0.487599999
2023 Sep 01 12:00:00 AM,Cost of Living,,,Southeast,Male,35 - 54,0.60680002
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,Poverty/ Homelessness,Meth/ Opioid crisis/ Drugs,Northwest,Female,55 +,1.231400013
2023 Sep 01 12:00:00 AM,Health care/ Medicare,,,Core,Female,18 - 34,2.050400019
2023 Sep 01 12:00:00 AM,Economy (general),Taxes/ Tax reform,,Southwest,Male,55 +,0.984000027
2023 Sep 01 12:00:00 AM,Low cost housing/ Lower rental costs,,,Northwest,Male,35 - 54,0.631200016
2023 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Public Transit/ Bike lanes,Proper city planning/ Forward thinking,Southeast,Male,18 - 34,1.049800038
2023 Sep 01 12:00:00 AM,Meth/ Opioid crisis/ Drugs,,,Southeast,Male,55 +,1.219400048
2023 Sep 01 12:00:00 AM,Recreation/ Leisure/ Entertainment,Public Transit/ Bike lanes,,Southwest,Female,35 - 54,0.701099992
2023 Sep 01 12:00:00 AM,Cost of Living,Crime/ Violence/ Vandalism,Social issues/ Negative outlook of community,Northwest,Male,35 - 54,0.591499984
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Male,55 +,0.984000027
2023 Sep 01 12:00:00 AM,Health care/ Medicare,,,Southwest,Male,35 - 54,0.487599999
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northeast,Male,35 - 54,0.62620002
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northwest,Male,35 - 54,0.633000016
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,Meth/ Opioid crisis/ Drugs,Health care/ Medicare,Southwest,Female,35 - 54,0.701099992
2023 Sep 01 12:00:00 AM,Health care/ Medicare,,,Northwest,Male,55 +,1.263200045
2023 Sep 01 12:00:00 AM,Meth/ Opioid crisis/ Drugs,Poverty/ Homelessness,Crime/ Violence/ Vandalism,Southeast,Female,55 +,1.183699965
2023 Sep 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southeast,Female,18 - 34,1.391299963
2023 Sep 01 12:00:00 AM,Poverty/ Homelessness,,,Southeast,Female,55 +,1.178799987
2023 Sep 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northeast,Male,55 +,1.258399963
2023 Sep 01 12:00:00 AM,Jobs/ Unemployment,,,Southwest,Male,18 - 34,0.847100019
2023 Sep 01 12:00:00 AM,Proper city planning/ Forward thinking,,,Southwest,Female,35 - 54,0.706099987
